tournament_id,tournament_name,year,match_id,match_date,group_name,home_team_name,away_team_name,home_team_score,away_team_score,goal_diff,home_elo,away_elo,elo_gap,scoreline_component,elo_weight,cis
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-04,2006-06-10,Group B,Trinidad and Tobago,Sweden,0,0,0,1657.64,1870.28,212.64,0.0,0.6686,0.6686
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-05,2006-06-10,Group C,Argentina,Ivory Coast,2,1,1,1946.36,1843.37,102.99,0.25,0.8395,0.6296
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-06,2006-06-11,Group C,Serbia and Montenegro,Netherlands,0,1,1,,1992.63,,0.25,,
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-07,2006-06-11,Group D,Mexico,Iran,3,1,2,1886.18,1893.48,7.3,0.5,0.9886,0.4943
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-08,2006-06-11,Group D,Angola,Portugal,0,1,1,1672.34,1917.21,244.87,0.25,0.6184,0.4638
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-09,2006-06-12,Group F,Australia,Japan,3,1,2,1884.14,1858.1,26.04,0.5,0.9594,0.4797
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-10,2006-06-12,Group E,United States,Czech Republic,0,3,3,1886.21,1968.01,81.8,0.75,0.8725,0.2181
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-11,2006-06-12,Group E,Italy,Ghana,2,0,2,1943.15,1708.45,234.7,0.5,0.6342,0.3171
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-12,2006-06-13,Group G,South Korea,Togo,2,1,1,1787.51,1593.84,193.67,0.25,0.6982,0.5236
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-13,2006-06-13,Group G,France,Switzerland,0,0,0,1977.53,1802.12,175.41,0.0,0.7266,0.7266
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-14,2006-06-13,Group F,Brazil,Croatia,1,0,1,2058.0,1845.29,212.71,0.25,0.6685,0.5014
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-15,2006-06-14,Group H,Spain,Ukraine,4,0,4,1964.64,1792.66,171.98,1.0,0.732,0.0
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-16,2006-06-14,Group H,Tunisia,Saudi Arabia,2,2,0,1781.5,1650.09,131.41,0.0,0.7952,0.7952
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-17,2006-06-14,Group A,Germany,Poland,1,0,1,1922.36,1819.74,102.62,0.25,0.8401,0.63
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-18,2006-06-15,Group A,Ecuador,Costa Rica,3,0,3,1732.05,1755.99,23.94,0.75,0.9627,0.2407
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-19,2006-06-15,Group B,England,Trinidad and Tobago,2,0,2,1976.75,1657.64,319.11,0.5,0.5027,0.2513
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-20,2006-06-15,Group B,Sweden,Paraguay,1,0,1,1870.28,1789.76,80.52,0.25,0.8745,0.6559
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-21,2006-06-16,Group C,Argentina,Serbia and Montenegro,6,0,6,1946.36,,,1.0,,
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-22,2006-06-16,Group C,Netherlands,Ivory Coast,2,1,1,1992.63,1843.37,149.26,0.25,0.7674,0.5755
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-23,2006-06-16,Group D,Mexico,Angola,0,0,0,1886.18,1672.34,213.84,0.0,0.6667,0.6667
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-24,2006-06-17,Group D,Portugal,Iran,2,0,2,1917.21,1893.48,23.73,0.5,0.963,0.4815
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-25,2006-06-17,Group E,Czech Republic,Ghana,0,2,2,1968.01,1708.45,259.56,0.5,0.5955,0.2977
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-26,2006-06-17,Group E,Italy,United States,1,1,0,1943.15,1886.21,56.94,0.0,0.9113,0.9113
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-27,2006-06-18,Group F,Japan,Croatia,0,0,0,1858.1,1845.29,12.81,0.0,0.98,0.98
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-28,2006-06-18,Group F,Brazil,Australia,2,0,2,2058.0,1884.14,173.86,0.5,0.729,0.3645
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-29,2006-06-18,Group G,France,South Korea,1,1,0,1977.53,1787.51,190.02,0.0,0.7039,0.7039
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-30,2006-06-19,Group G,Togo,Switzerland,0,2,2,1593.84,1802.12,208.28,0.5,0.6754,0.3377
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-31,2006-06-19,Group H,Saudi Arabia,Ukraine,0,4,4,1650.09,1792.66,142.57,1.0,0.7778,0.0
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-32,2006-06-19,Group H,Spain,Tunisia,3,1,2,1964.64,1781.5,183.14,0.5,0.7146,0.3573
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-33,2006-06-20,Group A,Costa Rica,Poland,1,2,1,1755.99,1819.74,63.75,0.25,0.9006,0.6755
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-34,2006-06-20,Group A,Ecuador,Germany,0,3,3,1732.05,1922.36,190.31,0.75,0.7034,0.1759
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-35,2006-06-20,Group B,Paraguay,Trinidad and Tobago,2,0,2,1789.76,1657.64,132.12,0.5,0.7941,0.397
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-36,2006-06-20,Group B,Sweden,England,2,2,0,1870.28,1976.75,106.47,0.0,0.8341,0.8341
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-37,2006-06-21,Group D,Iran,Angola,1,1,0,1893.48,1672.34,221.14,0.0,0.6554,0.6554
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-38,2006-06-21,Group D,Portugal,Mexico,2,1,1,1917.21,1886.18,31.03,0.25,0.9516,0.7137
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-39,2006-06-21,Group C,Ivory Coast,Serbia and Montenegro,3,2,1,1843.37,,,0.25,,
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-40,2006-06-21,Group C,Netherlands,Argentina,0,0,0,1992.63,1946.36,46.27,0.0,0.9279,0.9279
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-41,2006-06-22,Group E,Czech Republic,Italy,0,2,2,1968.01,1943.15,24.86,0.5,0.9613,0.4806
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-42,2006-06-22,Group E,Ghana,United States,2,1,1,1708.45,1886.21,177.76,0.25,0.723,0.5422
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-43,2006-06-22,Group F,Croatia,Australia,2,2,0,1845.29,1884.14,38.85,0.0,0.9395,0.9395
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-44,2006-06-22,Group F,Japan,Brazil,1,4,3,1858.1,2058.0,199.9,0.75,0.6885,0.1721
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-45,2006-06-23,Group H,Saudi Arabia,Spain,0,1,1,1650.09,1964.64,314.55,0.25,0.5098,0.3823
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-46,2006-06-23,Group H,Ukraine,Tunisia,1,0,1,1792.66,1781.5,11.16,0.25,0.9826,0.737
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-47,2006-06-23,Group G,Switzerland,South Korea,2,0,2,1802.12,1787.51,14.61,0.5,0.9772,0.4886
WC-2006,2006 FIFA Men's World Cup,2006,M-2006-48,2006-06-23,Group G,Togo,France,0,2,2,1593.84,1977.53,383.69,0.5,0.5,0.25
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-01,2010-06-11,Group A,South Africa,Mexico,1,1,0,1679.11,1956.06,276.95,0.0,0.5684,0.5684
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-02,2010-06-11,Group A,Uruguay,France,0,0,0,1873.96,1882.31,8.35,0.0,0.987,0.987
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-03,2010-06-12,Group B,South Korea,Greece,2,0,2,1838.48,1752.25,86.23,0.5,0.8656,0.4328
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-04,2010-06-12,Group B,Argentina,Nigeria,1,0,1,1934.51,1809.4,125.11,0.25,0.805,0.6038
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-05,2010-06-12,Group C,England,United States,1,1,0,2021.29,1850.82,170.47,0.0,0.7343,0.7343
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-06,2010-06-13,Group C,Algeria,Slovenia,0,1,1,1637.29,1699.9,62.61,0.25,0.9024,0.6768
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-07,2010-06-13,Group D,Serbia,Ghana,0,1,1,1866.42,1775.32,91.1,0.25,0.858,0.6435
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-08,2010-06-13,Group D,Germany,Australia,4,0,4,1976.74,1851.76,124.98,1.0,0.8052,0.0
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-09,2010-06-14,Group E,Netherlands,Denmark,2,0,2,2059.57,1784.55,275.02,0.5,0.5714,0.2857
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-10,2010-06-14,Group E,Japan,Cameroon,1,0,1,1763.96,1784.53,20.57,0.25,0.9679,0.726
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-11,2010-06-14,Group F,Italy,Paraguay,1,1,0,1953.92,1803.15,150.77,0.0,0.765,0.765
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-12,2010-06-15,Group F,New Zealand,Slovakia,1,1,0,1680.08,1693.91,13.83,0.0,0.9784,0.9784
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-13,2010-06-15,Group G,Ivory Coast,Portugal,0,0,0,1827.97,1897.38,69.41,0.0,0.8918,0.8918
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-14,2010-06-15,Group G,Brazil,North Korea,2,1,1,2143.63,1627.56,516.07,0.25,0.5,0.375
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-15,2010-06-16,Group H,Honduras,Chile,0,1,1,1783.9,1923.1,139.2,0.25,0.7831,0.5873
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-16,2010-06-16,Group H,Spain,Switzerland,0,1,1,2136.02,1780.04,355.98,0.25,0.5,0.375
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-17,2010-06-16,Group A,South Africa,Uruguay,0,3,3,1679.11,1873.96,194.85,0.75,0.6963,0.1741
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-18,2010-06-17,Group B,Argentina,South Korea,4,1,3,1934.51,1838.48,96.03,0.75,0.8503,0.2126
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-19,2010-06-17,Group B,Greece,Nigeria,2,1,1,1752.25,1809.4,57.15,0.25,0.9109,0.6832
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-20,2010-06-17,Group A,France,Mexico,0,2,2,1882.31,1956.06,73.75,0.5,0.8851,0.4425
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-21,2010-06-18,Group D,Germany,Serbia,0,1,1,1976.74,1866.42,110.32,0.25,0.8281,0.621
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-22,2010-06-18,Group C,Slovenia,United States,2,2,0,1699.9,1850.82,150.92,0.0,0.7648,0.7648
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-23,2010-06-18,Group C,England,Algeria,0,0,0,2021.29,1637.29,384.0,0.0,0.5,0.5
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-24,2010-06-19,Group E,Netherlands,Japan,1,0,1,2059.57,1763.96,295.61,0.25,0.5393,0.4045
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-25,2010-06-19,Group D,Ghana,Australia,1,1,0,1775.32,1851.76,76.44,0.0,0.8809,0.8809
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-26,2010-06-19,Group E,Cameroon,Denmark,1,2,1,1784.53,1784.55,0.02,0.25,1.0,0.75
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-27,2010-06-20,Group F,Slovakia,Paraguay,0,2,2,1693.91,1803.15,109.24,0.5,0.8297,0.4149
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-28,2010-06-20,Group F,Italy,New Zealand,1,1,0,1953.92,1680.08,273.84,0.0,0.5732,0.5732
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-29,2010-06-20,Group G,Brazil,Ivory Coast,3,1,2,2143.63,1827.97,315.66,0.5,0.508,0.254
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-30,2010-06-21,Group G,Portugal,North Korea,7,0,7,1897.38,1627.56,269.82,1.0,0.5795,0.0
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-31,2010-06-21,Group H,Chile,Switzerland,1,0,1,1923.1,1780.04,143.06,0.25,0.777,0.5828
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-32,2010-06-21,Group H,Spain,Honduras,2,0,2,2136.02,1783.9,352.12,0.5,0.5,0.25
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-33,2010-06-22,Group A,France,South Africa,1,2,1,1882.31,1679.11,203.2,0.25,0.6833,0.5125
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-34,2010-06-22,Group A,Mexico,Uruguay,0,1,1,1956.06,1873.96,82.1,0.25,0.872,0.654
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-35,2010-06-22,Group B,Greece,Argentina,0,2,2,1752.25,1934.51,182.26,0.5,0.7159,0.358
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-36,2010-06-22,Group B,Nigeria,South Korea,2,2,0,1809.4,1838.48,29.08,0.0,0.9547,0.9547
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-37,2010-06-23,Group C,Slovenia,England,0,1,1,1699.9,2021.29,321.39,0.25,0.5,0.375
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-38,2010-06-23,Group C,United States,Algeria,1,0,1,1850.82,1637.29,213.53,0.25,0.6672,0.5004
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-39,2010-06-23,Group D,Australia,Serbia,2,1,1,1851.76,1866.42,14.66,0.25,0.9772,0.7329
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-40,2010-06-23,Group D,Ghana,Germany,0,1,1,1775.32,1976.74,201.42,0.25,0.6861,0.5146
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-41,2010-06-24,Group F,Paraguay,New Zealand,0,0,0,1803.15,1680.08,123.07,0.0,0.8082,0.8082
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-42,2010-06-24,Group F,Slovakia,Italy,3,2,1,1693.91,1953.92,260.01,0.25,0.5948,0.4461
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-43,2010-06-24,Group E,Cameroon,Netherlands,1,2,1,1784.53,2059.57,275.04,0.25,0.5713,0.4285
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-44,2010-06-24,Group E,Denmark,Japan,1,3,2,1784.55,1763.96,20.59,0.5,0.9679,0.484
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-45,2010-06-25,Group G,North Korea,Ivory Coast,0,3,3,1627.56,1827.97,200.41,0.75,0.6877,0.1719
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-46,2010-06-25,Group G,Portugal,Brazil,0,0,0,1897.38,2143.63,246.25,0.0,0.6162,0.6162
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-47,2010-06-25,Group H,Chile,Spain,1,2,1,1923.1,2136.02,212.92,0.25,0.6682,0.5011
WC-2010,2010 FIFA Men's World Cup,2010,M-2010-48,2010-06-25,Group H,Switzerland,Honduras,0,0,0,1780.04,1783.9,3.86,0.0,0.994,0.994
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-01,2014-06-12,Group A,Brazil,Croatia,3,1,2,2189.12,1843.59,345.53,0.5,0.5,0.25
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-02,2014-06-13,Group A,Mexico,Cameroon,1,0,1,1896.83,1746.18,150.65,0.25,0.7652,0.5739
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-03,2014-06-13,Group B,Spain,Netherlands,1,5,4,2147.43,2012.19,135.24,1.0,0.7892,0.0
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-04,2014-06-13,Group B,Chile,Australia,3,1,2,1962.94,1795.08,167.86,0.5,0.7384,0.3692
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-05,2014-06-14,Group C,Colombia,Greece,3,0,3,1966.25,1851.79,114.46,0.75,0.8216,0.2054
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-06,2014-06-14,Group D,Uruguay,Costa Rica,1,3,2,1969.23,1788.94,180.29,0.5,0.719,0.3595
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-07,2014-06-14,Group D,England,Italy,1,2,1,1954.76,1926.82,27.94,0.25,0.9565,0.7173
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-08,2014-06-14,Group C,Ivory Coast,Japan,2,1,1,1870.46,1855.72,14.74,0.25,0.977,0.7328
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-09,2014-06-15,Group E,Switzerland,Ecuador,2,1,1,1874.96,1882.4,7.44,0.25,0.9884,0.7413
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-10,2014-06-15,Group E,France,Honduras,3,0,3,1926.49,1755.14,171.35,0.75,0.7329,0.1832
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-11,2014-06-15,Group F,Argentina,Bosnia and Herzegovina,2,1,1,2047.57,1818.18,229.39,0.25,0.6425,0.4819
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-12,2014-06-16,Group G,Germany,Portugal,4,0,4,2102.21,1973.95,128.26,1.0,0.8001,0.0
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-13,2014-06-16,Group F,Iran,Nigeria,0,0,0,1809.9,1814.71,4.81,0.0,0.9925,0.9925
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-14,2014-06-16,Group G,Ghana,United States,1,2,1,1805.74,1920.8,115.06,0.25,0.8207,0.6155
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-15,2014-06-17,Group H,Belgium,Algeria,2,1,1,1880.06,1712.5,167.56,0.25,0.7389,0.5541
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-16,2014-06-17,Group A,Brazil,Mexico,0,0,0,2189.12,1896.83,292.29,0.0,0.5445,0.5445
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-17,2014-06-17,Group H,Russia,South Korea,1,1,0,1878.24,1751.22,127.02,0.0,0.802,0.802
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-18,2014-06-18,Group B,Australia,Netherlands,2,3,1,1795.08,2012.19,217.11,0.25,0.6616,0.4962
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-19,2014-06-18,Group B,Spain,Chile,0,2,2,2147.43,1962.94,184.49,0.5,0.7125,0.3562
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-20,2014-06-18,Group A,Cameroon,Croatia,0,4,4,1746.18,1843.59,97.41,1.0,0.8482,0.0
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-21,2014-06-19,Group C,Colombia,Ivory Coast,2,1,1,1966.25,1870.46,95.79,0.25,0.8507,0.638
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-22,2014-06-19,Group D,Uruguay,England,2,1,1,1969.23,1954.76,14.47,0.25,0.9774,0.7331
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-23,2014-06-19,Group C,Japan,Greece,0,0,0,1855.72,1851.79,3.93,0.0,0.9939,0.9939
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-24,2014-06-20,Group D,Italy,Costa Rica,0,1,1,1926.82,1788.94,137.88,0.25,0.7851,0.5888
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-25,2014-06-20,Group E,Switzerland,France,2,5,3,1874.96,1926.49,51.53,0.75,0.9197,0.2299
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-26,2014-06-20,Group E,Honduras,Ecuador,1,2,1,1755.14,1882.4,127.26,0.25,0.8017,0.6012
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-27,2014-06-21,Group F,Argentina,Iran,1,0,1,2047.57,1809.9,237.67,0.25,0.6296,0.4722
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-28,2014-06-21,Group G,Germany,Ghana,2,2,0,2102.21,1805.74,296.47,0.0,0.5379,0.5379
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-29,2014-06-21,Group F,Nigeria,Bosnia and Herzegovina,1,0,1,1814.71,1818.18,3.47,0.25,0.9946,0.7459
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-30,2014-06-22,Group H,Belgium,Russia,1,0,1,1880.06,1878.24,1.82,0.25,0.9972,0.7479
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-31,2014-06-22,Group H,South Korea,Algeria,2,4,2,1751.22,1712.5,38.72,0.5,0.9397,0.4698
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-32,2014-06-22,Group G,United States,Portugal,2,2,0,1920.8,1973.95,53.15,0.0,0.9172,0.9172
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-33,2014-06-23,Group B,Australia,Spain,0,3,3,1795.08,2147.43,352.35,0.75,0.5,0.125
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-34,2014-06-23,Group B,Netherlands,Chile,2,0,2,2012.19,1962.94,49.25,0.5,0.9232,0.4616
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-35,2014-06-23,Group A,Cameroon,Brazil,1,4,3,1746.18,2189.12,442.94,0.75,0.5,0.125
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-36,2014-06-23,Group A,Croatia,Mexico,1,3,2,1843.59,1896.83,53.24,0.5,0.917,0.4585
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-37,2014-06-24,Group D,Costa Rica,England,0,0,0,1788.94,1954.76,165.82,0.0,0.7416,0.7416
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-38,2014-06-24,Group D,Italy,Uruguay,0,1,1,1926.82,1969.23,42.41,0.25,0.9339,0.7004
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-39,2014-06-24,Group C,Japan,Colombia,1,4,3,1855.72,1966.25,110.53,0.75,0.8277,0.2069
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-40,2014-06-24,Group C,Greece,Ivory Coast,2,1,1,1851.79,1870.46,18.67,0.25,0.9709,0.7282
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-41,2014-06-25,Group F,Bosnia and Herzegovina,Iran,3,1,2,1818.18,1809.9,8.28,0.5,0.9871,0.4935
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-42,2014-06-25,Group F,Nigeria,Argentina,2,3,1,1814.71,2047.57,232.86,0.25,0.6371,0.4778
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-43,2014-06-25,Group E,Honduras,Switzerland,0,3,3,1755.14,1874.96,119.82,0.75,0.8133,0.2033
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-44,2014-06-25,Group E,Ecuador,France,0,0,0,1882.4,1926.49,44.09,0.0,0.9313,0.9313
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-45,2014-06-26,Group G,Portugal,Ghana,2,1,1,1973.95,1805.74,168.21,0.25,0.7378,0.5534
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-46,2014-06-26,Group G,United States,Germany,0,1,1,1920.8,2102.21,181.41,0.25,0.7173,0.538
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-47,2014-06-26,Group H,Algeria,Russia,1,1,0,1712.5,1878.24,165.74,0.0,0.7417,0.7417
WC-2014,2014 FIFA Men's World Cup,2014,M-2014-48,2014-06-26,Group H,South Korea,Belgium,0,1,1,1751.22,1880.06,128.84,0.25,0.7992,0.5994
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-01,2018-06-14,Group A,Russia,Saudi Arabia,5,0,5,1732.78,1689.93,42.85,1.0,0.9332,0.0
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-02,2018-06-15,Group A,Egypt,Uruguay,0,1,1,1746.9,1938.21,191.31,0.25,0.7018,0.5264
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-03,2018-06-15,Group B,Morocco,Iran,0,1,1,1818.45,1882.38,63.93,0.25,0.9004,0.6753
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-04,2018-06-15,Group B,Portugal,Spain,3,3,0,2021.01,2087.51,66.5,0.0,0.8964,0.8964
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-05,2018-06-16,Group C,France,Australia,2,1,1,2026.32,1830.75,195.57,0.25,0.6952,0.5214
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-06,2018-06-16,Group D,Argentina,Iceland,1,1,0,2045.49,1821.34,224.15,0.0,0.6507,0.6507
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-07,2018-06-16,Group C,Peru,Denmark,0,1,1,2003.52,1878.4,125.12,0.25,0.805,0.6037
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-08,2018-06-16,Group D,Croatia,Nigeria,2,0,2,1901.58,1733.14,168.44,0.5,0.7375,0.3687
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-09,2018-06-17,Group E,Costa Rica,Serbia,0,1,1,1854.39,1809.33,45.06,0.25,0.9298,0.6973
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-10,2018-06-17,Group F,Germany,Mexico,0,1,1,2123.23,1925.79,197.44,0.25,0.6923,0.5192
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-11,2018-06-17,Group E,Brazil,Switzerland,1,1,0,2188.61,1931.59,257.02,0.0,0.5994,0.5994
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-12,2018-06-18,Group F,Sweden,South Korea,1,0,1,1831.74,1785.48,46.26,0.25,0.9279,0.6959
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-13,2018-06-18,Group G,Belgium,Panama,3,0,3,1984.09,1770.1,213.99,0.75,0.6665,0.1666
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-14,2018-06-18,Group G,Tunisia,England,1,2,1,1766.69,1986.76,220.07,0.25,0.657,0.4928
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-15,2018-06-19,Group H,Colombia,Japan,1,2,1,1989.23,1786.54,202.69,0.25,0.6841,0.5131
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-16,2018-06-19,Group H,Poland,Senegal,1,2,1,1872.85,1854.95,17.9,0.25,0.9721,0.7291
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-17,2018-06-19,Group A,Russia,Egypt,3,1,2,1732.78,1746.9,14.12,0.5,0.978,0.489
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-18,2018-06-20,Group B,Portugal,Morocco,1,0,1,2021.01,1818.45,202.56,0.25,0.6843,0.5132
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-19,2018-06-20,Group A,Uruguay,Saudi Arabia,1,0,1,1938.21,1689.93,248.28,0.25,0.6131,0.4598
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-20,2018-06-20,Group B,Iran,Spain,0,1,1,1882.38,2087.51,205.13,0.25,0.6803,0.5102
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-21,2018-06-21,Group C,Denmark,Australia,1,1,0,1878.4,1830.75,47.65,0.0,0.9257,0.9257
